25.8	25.2	26.4	25.1	25	25.6	24	24.4	24.8	25.2
25.9	25.2	26.4	25.1	25	25.6	24	24.3	24.8	25.2
25.9	25.2	26.4	25.1	25	25.6	24	24.3	24.7	25.3
25.9	25.1	26.4	25.1	25	25.5	23.9	24.3	24.7	25.3
25.8	25.1	26.4	25	25	25.5	23.9	24.4	24.7	25.2
25.8	25.1	26.3	25	25	25.5	23.9	24.4	24.8	25.2
25.8	25.1	26.3	25.1	25	25.5	24	24.4	24.8	25.2
25.8	25.1	26.3	25.1	24.9	25.5	24	24.3	24.7	25.3
25.8	25.1	26.3	25	24.9	25.5	23.9	24.3	24.7	25.3
25.7	25.1	26.3	25	24.9	25.5	23.9	24.3	24.7	25.2
25.7	25.1	26.3	25	24.9	25.5	23.9	24.3	24.8	25.2
25.7	25.1	26.3	25	24.9	25.5	23.9	24.3	24.8	25.2
25.7	25.1	26.3	25	24.9	25.5	23.9	24.3	24.7	25.1
25.7	25.1	26.2	25	24.9	25.5	23.9	24.3	24.7	25.1
25.7	25.1	26.2	25	24.9	25.5	23.9	24.3	24.7	25.1
25.7	25.1	26.2	25	24.9	25.5	23.9	24.3	24.7	25.1
25.7	25.1	26.2	24.9	24.9	25.5	23.9	24.2	24.6	25.1
25.7	25.1	26.2	24.9	24.9	25.5	23.9	24.2	24.6	25.1
25.7	25.1	26.2	24.9	24.8	25.5	23.9	24.2	24.7	25.1
25.7	25.1	26.2	24.9	24.8	25.4	23.9	24.2	24.7	25.1
25.7	25.1	26.2	24.9	24.8	25.4	23.9	24.2	24.7	25.1
25.7	25	26.2	24.9	24.8	25.4	23.9	24.3	24.6	25
25.7	25	26.2	24.9	24.9	25.4	23.9	24.3	24.6	25
25.7	25	26.1	24.9	24.9	25.5	23.9	24.3	24.7	25
25.6	25	26.1	24.9	24.9	25.5	23.9	24.3	24.7	25.1
25.6	25	26.1	24.9	24.9	25.4	23.8	24.2	24.7	25.1
25.7	25	26.1	24.9	24.8	25.4	23.8	24.2	24.6	25
25.7	25	26.1	24.9	24.8	25.5	23.7	24.3	24.6	25
25.7	25	26.1	24.9	24.8	25.5	23.7	24.3	24.7	25
25.7	25	26.1	24.8	24.8	25.4	23.7	24.2	24.7	25.1
25.6	25	26.1	24.8	24.8	25.4	23.8	24.2	24.7	25.1
25.6	25	26	24.8	24.8	25.4	23.8	24.2	24.6	25.1
25.6	25	26	24.8	24.8	25.4	23.8	24.2	24.6	25.1
25.6	25	26.1	24.8	24.8	25.4	23.8	24.2	24.7	25.1
25.6	25	26.1	24.8	24.8	25.4	23.8	24.1	24.7	25
25.6	25	26.1	24.7	24.8	25.4	23.8	24.1	24.6	25
25.6	24.9	26	24.7	24.8	25.4	23.7	24.1	24.6	25
25.6	24.9	26	24.7	24.8	25.4	23.7	24.1	24.6	25
25.6	24.9	26	24.7	24.8	25.4	23.7	24.2	24.7	25.1
25.6	24.9	26	24.7	24.8	25.4	23.8	24.2	24.7	25.1
25.6	24.9	26	24.7	24.8	25.3	23.8	24.1	24.5	25
25.5	24.9	26	24.7	24.7	25.3	23.8	24.1	24.5	25
25.5	24.9	26	24.7	24.7	25.3	23.8	24.1	24.6	25
25.6	24.9	26	24.7	24.7	25.3	23.7	24.2	24.6	24.9
25.6	24.9	26	24.7	24.7	25.3	23.7	24.2	24.6	24.9
25.6	24.9	26	24.7	24.7	25.3	23.7	24.1	24.5	25
25.5	24.9	25.9	24.7	24.7	25.3	23.8	24.1	24.5	25
25.5	24.9	25.9	24.7	24.7	25.3	23.8	24.1	24.5	25
25.5	24.9	25.9	24.6	24.7	25.3	23.8	24.1	24.5	25
25.5	24.8	25.9	24.6	24.7	25.3	23.8	24.1	24.6	25
25.5	24.8	25.9	24.6	24.7	25.3	23.7	24.1	24.6	24.9
25.5	24.8	25.9	24.6	24.7	25.3	23.7	24.1	24.6	24.9
25.5	24.8	25.9	24.6	24.6	25.3	23.7	24.1	24.5	24.9
25.5	24.8	25.9	24.6	24.6	25.3	23.8	24.1	24.5	25
25.5	24.8	25.9	24.6	24.6	25.3	23.8	24.1	24.6	25
25.5	24.8	25.8	24.6	24.6	25.2	23.7	24	24.6	25
25.5	24.8	25.8	24.6	24.6	25.2	23.7	24	24.6	25
25.5	24.8	25.8	24.5	24.6	25.3	23.7	24	24.5	24.9
25.5	24.8	25.9	24.5	24.6	25.3	23.7	24	24.5	24.9
25.5	24.8	25.9	24.5	24.6	25.3	23.6	24	24.6	24.9
25.4	24.7	25.8	24.6	24.6	25.2	23.6	24	24.6	24.9
25.4	24.7	25.8	24.6	24.6	25.2	23.7	24	24.6	24.9
25.4	24.7	25.8	24.5	24.6	25.2	23.7	24	24.5	24.9
25.5	24.7	25.8	24.5	24.6	25.2	23.7	24	24.5	24.9
25.5	24.6	25.8	24.5	24.6	25.2	23.7	24	24.5	24.9
25.4	24.6	25.8	24.5	24.6	25.2	23.6	24	24.5	24.9
25.4	24.6	25.8	24.5	24.6	25.2	23.6	23.9	24.5	24.9
25.4	24.6	25.8	24.5	24.6	25.1	23.5	23.9	24.6	24.9
25.4	24.6	25.7	24.5	24.6	25.1	23.5	23.9	24.6	24.8
25.4	24.6	25.7	24.4	24.5	25.2	23.6	23.9	24.5	24.8
25.4	24.6	25.7	24.4	24.5	25.2	23.6	23.9	24.5	24.8
25.4	24.6	25.7	24.4	24.6	25.1	23.6	23.9	24.5	24.8
25.4	24.6	25.7	24.4	24.6	25.1	23.6	23.8	24.5	24.8
25.3	24.6	25.7	24.4	24.5	25.2	23.6	23.8	24.4	24.8
25.3	24.6	25.6	24.3	24.5	25.2	23.5	23.8	24.4	24.8
25.3	24.6	25.6	24.3	24.5	25.1	23.5	23.8	24.5	24.7
25.3	24.6	25.6	24.3	24.5	25.1	23.5	23.8	24.5	24.7
25.3	24.7	25.6	24.3	24.5	25.1	23.5	23.8	24.5	24.7
25.3	24.7	25.6	24.3	24.5	25.1	23.5	23.7	24.4	24.6
25.2	24.7	25.6	24.3	24.5	25.1	23.5	23.7	24.4	24.6
25.2	24.7	25.6	24.2	24.5	25	23.5	23.7	24.5	24.6
25.2	24.7	25.6	24.2	24.5	25	23.5	23.7	24.5	24.6
25.2	24.8	25.6	24.2	24.4	25	23.5	23.7	24.4	24.5
25.2	24.8	25.5	24.2	24.4	25	23.4	23.7	24.4	24.5
25.2	24.8	25.5	24.2	24.5	25	23.4	23.8	24.4	24.5
25.2	24.9	25.5	24.2	24.5	25	23.4	23.8	24.4	24.5
25.2	24.9	25.5	24.2	24.5	25	23.4	23.8	24.4	24.4
25.2	24.9	25.6	24.2	24.6	25	23.4	23.8	24.3	24.4
25.1	24.9	25.6	24.2	24.6	25	23.3	23.7	24.3	24.4
25.1	24.9	25.6	24.4	24.6	25	23.3	23.7	24.4	24.5
25.1	24.9	25.7	24.4	24.6	25	23.3	23.7	24.4	24.5
25.1	24.9	25.8	24.5	24.6	25	23.2	23.8	24.4	24.5
25.1	24.9	25.8	24.5	24.7	25	23.2	23.8	24.3	24.6
25.2	24.8	25.9	24.6	24.7	25	23.2	23.8	24.3	24.6
25.2	24.8	25.9	24.6	24.7	25	23.2	23.9	24.2	24.5
25.2	24.8	25.9	24.7	24.6	25	23.3	23.9	24.2	24.5
25.3	24.8	26	24.7	24.6	25	23.3	23.9	24.2	24.4
25.3	24.7	26	24.7	24.7	24.9	23.3	24	24.2	24.4
25.4	24.7	26.1	24.8	24.7	24.9	23.3	24	24.2	24.5
25.4	24.8	26.1	24.8	24.7	24.9	23.2	24.1	24.3	24.5
25.4	24.8	26.2	24.9	24.6	25	23.2	24.1	24.3	24.5
25.4	24.7	26.2	24.9	24.6	25	23.2	24.1	24.2	24.5
25.5	24.7	26.2	24.9	24.6	25	23.3	24.2	24.2	24.5
25.5	24.7	26.3	25	24.6	24.9	23.3	24.2	24.2	24.5
25.5	24.8	26.3	25	24.5	24.9	23.2	24.2	24.2	24.4
25.5	24.8	26.4	25.1	24.5	24.9	23.2	24.3	24.2	24.4
25.6	24.8	26.4	25.1	24.5	24.8	23.1	24.3	24.2	24.4
25.6	24.7	26.4	25.2	24.5	24.8	23.1	24.4	24.1	24.4
25.7	24.7	26.4	25.2	24.5	24.8	23.1	24.4	24.1	24.4
25.7	24.7	26.4	25.1	24.4	24.8	23	24.3	24.1	24.4
25.7	24.7	26.4	25.1	24.4	24.8	23	24.3	24.1	24.4
25.6	24.7	26.4	25.1	24.4	24.8	22.9	24.3	24.1	24.5
25.6	24.7	26.4	25.1	24.5	24.8	22.9	24.3	24.1	24.5
25.6	24.7	26.4	25.1	24.5	24.8	22.8	24.3	24.1	24.5
25.6	24.7	26.4	25.1	24.4	24.8	22.8	24.2	24.1	24.5
25.5	24.7	26.4	25.1	24.4	24.8	22.7	24.2	24.1	24.6
25.5	24.7	26.4	25.1	24.4	24.8	22.7	24.1	24.1	24.6
25.5	24.7	26.4	25.1	24.4	24.8	22.7	24.1	24	24.6
25.5	24.7	26.4	25.1	24.4	24.7	22.8	24.2	24	24.6
25.5	24.7	26.4	25.1	24.4	24.7	22.8	24.2	24.1	24.6
25.5	24.7	26.4	25.1	24.4	24.8	22.6	24.2	24.1	24.5
25.5	24.8	26.3	25	24.4	24.8	22.6	24.2	24.1	24.5
25.5	24.8	26.3	25	24.4	24.8	22.5	24.3	24	24.5
25.5	24.7	26.4	25	24.4	24.8	22.5	24.3	24	24.5
25.5	24.7	26.4	25	24.4	24.8	22.4	24.3	24.1	24.5
25.5	24.8	26.3	25	24.5	24.8	22.4	24.3	24.1	24.5
25.5	24.8	26.3	25.1	24.5	24.8	22.3	24.3	24.1	24.5
25.5	24.8	26.3	25.1	24.4	24.8	22.3	24.4	24	24.5
25.5	24.8	26.3	25	24.4	24.8	22.3	24.4	24	24.5
25.5	24.9	26.3	25	24.5	24.8	22.2	24.3	24	24.5
25.5	24.9	26.3	25	24.5	24.9	22.2	24.3	23.9	24.5
25.5	24.9	26.3	25.1	24.5	24.9	22.1	24.4	23.9	24.5
25.5	24.9	26.4	25.1	24.5	24.9	22.1	24.4	23.9	24.5
25.5	24.9	26.4	25	24.5	24.9	22.1	24.4	24	24.5
25.5	24.9	26.4	25	24.5	24.9	22.1	24.4	24	24.5
25.5	25	26.4	25	24.6	24.9	22.1	24.5	23.9	24.5
25.5	25	26.5	25.1	24.6	25	22.1	24.5	23.9	24.5
25.5	25	26.5	25.1	24.6	25	22.1	24.5	24	24.5
25.5	25	26.8	25.1	24.7	25	22.1	24.5	24	24.5
25.5	25.1	26.8	25	24.7	25	22.1	24.5	24	24.5
25.6	25.1	26.9	25	24.7	25	22.1	24.5	24	24.6
25.6	25.1	26.9	25	24.7	25.1	22.1	24.5	23.9	24.6
25.6	25.1	26.8	25.1	24.8	25.1	22.1	24.6	23.9	24.6
25.6	25.2	26.8	25.1	24.8	25.1	22.2	24.6	23.9	24.7
25.7	25.2	26.7	25.1	24.8	25.1	22.2	24.6	23.9	24.7
25.7	25.2	26.7	25.1	24.8	25.2	22.2	24.6	23.8	24.7
25.7	25.2	26.7	25.1	24.9	25.2	22.2	24.7	23.8	24.7
25.7	25.2	26.7	25.1	24.9	25.2	22.2	24.7	23.8	24.7
25.8	25.2	26.8	25.1	25	25.3	22.3	24.8	23.8	24.8
25.8	25.3	26.8	25.1	25	25.3	22.3	24.8	23.9	24.8
25.9	25.3	26.9	25.2	25	25.3	22.3	24.9	23.9	24.9
25.9	25.3	26.9	25.2	25	25.3	22.3	24.9	23.9	24.9
25.9	25.3	26.9	25.3	25	25.4	22.4	24.9	23.9	24.9
25.9	25.3	26.9	25.3	25	25.4	22.4	25	23.9	24.9
26	25.4	27	25.5	25.1	25.4	22.4	25	23.9	25
26	25.4	27	25.5	25.1	25.4	22.4	25	23.9	25
26	25.4	27	25.5	25.1	25.4	22.5	25.1	23.9	25
26.1	25.4	27	25.6	25.2	25.4	22.5	25.1	23.9	25.1
26.1	25.5	27	25.6	25.2	25.5	22.6	25.1	23.9	25.1
26.1	25.5	27.1	25.6	25.2	25.5	22.6	25.3	23.9	25.1
26.1	25.5	27.1	25.7	25.2	25.5	22.6	25.3	23.9	25.2
26.1	25.6	27.1	25.7	25.3	25.5	22.7	25.3	23.9	25.2
26.2	25.6	27.1	25.7	25.3	25.5	22.7	25.4	23.9	25.2
26.2	25.6	27.1	25.7	25.3	25.6	22.7	25.4	23.9	25.3
26.2	25.6	27.1	25.7	25.4	25.6	22.8	25.4	23.9	25.3
26.2	25.6	27.2	25.7	25.4	25.5	22.8	25.4	23.9	25.3
26.2	25.6	27.2	25.8	25.4	25.5	22.9	25.5	24	25.3
26.2	25.6	27.2	25.8	25.4	25.6	22.9	25.5	24	25.3
26.3	25.7	27.2	25.8	25.5	25.6	22.9	25.5	24	25.3
26.3	25.7	27.2	25.8	25.5	25.6	23.1	25.5	24	25.3
26.3	25.6	27.2	25.7	25.6	25.6	23.1	25.6	24	25.3
26.3	25.6	27.3	25.7	25.6	25.6	23.1	25.6	24.1	25.4
26.3	25.7	27.3	25.8	25.6	25.6	23.2	25.6	24.1	25.4
26.4	25.7	27.3	25.8	25.6	25.6	23.2	25.6	24.1	25.4
26.4	25.6	27.3	25.7	25.7	25.6	23.2	25.6	24.2	25.5
26.4	25.6	27.3	25.7	25.7	25.7	23.3	25.7	24.2	25.5
26.4	25.7	27.3	25.7	25.8	25.7	23.3	25.7	24.2	25.5
26.4	25.7	27.4	25.7	25.8	25.7	23.3	25.6	24.2	25.5
26.5	25.7	27.4	25.8	25.9	25.7	23.4	25.6	24.2	25.5
26.5	25.6	27.4	25.8	25.9	25.7	23.4	25.7	24.2	25.4
26.5	25.6	27.5	25.7	25.9	25.7	23.4	25.7	24.3	25.4
26.5	25.6	27.5	25.7	26	25.7	23.4	25.7	24.3	25.4
26.5	25.6	27.5	25.8	26	25.7	23.5	25.8	24.4	25.5
26.5	25.6	27.4	25.8	25.9	25.7	23.5	25.8	24.4	25.5
26.5	25.6	27.4	25.9	25.9	25.7	23.5	25.8	24.5	25.5
26.6	25.6	27.5	25.9	25.9	25.7	23.5	25.8	24.5	25.5
26.6	25.5	27.5	25.9	25.9	25.7	23.6	25.8	24.4	25.5
26.6	25.5	27.5	26	25.9	25.7	23.6	25.8	24.4	25.6
26.6	25.5	27.5	26	25.9	25.7	23.6	25.8	24.4	25.6
26.6	25.4	27.5	26	25.9	25.7	23.6	25.8	24.4	25.5
26.6	25.4	27.5	25.9	25.9	25.7	23.7	25.9	24.4	25.5
26.6	25.4	27.5	25.9	25.9	25.6	23.7	25.9	24.5	25.5
26.7	25.4	27.5	26	25.9	25.6	23.7	25.9	24.5	25.5
26.7	25.5	27.5	26	25.9	25.6	23.7	25.9	24.5	25.5
26.7	25.5	27.5	26	25.8	25.6	23.7	25.9	24.5	25.5
